,data_ucd,obs_description,hips_order,hips_order_min,moc_access_url,hips_frame,obs_superseded_by,obs_initial_fov,web_access_url,dataproduct_type,hips_release_date,tap_tablename,hips_status,vizier_popularity,publisher_id,tap_service_url,bib_reference,obs_collection,obs_initial_ra,obs_release_date,obs_copyright,publisher_did,obs_collection_label,hips_service_url,obs_label,obs_copyright_url,nb_rows,moc_type,obs_id,obs_initial_dec,moc_sky_fraction,moc_order,client_category,obs_regime,cs_service_url,sia_service_url,TIMESTAMP,obs_description_url,ID,obs_astronomy_kw,obs_title,hips_tile_format
20,"['phys.size.axisRatio', 'meta.id', 'src.class', 'phot.mag;em.opt.U', 'phot.mag;em.opt.B', 'phot.mag;em.opt.R', 'phot.mag;em.opt.I', 'phys.angSize;src', 'pos.posAng', 'src.class.starGalaxy', 'pos.angDistance', 'src.redshift', 'phys.veloc.dispersion', 'em.wl.central;stat.median', 'pos.pm;pos.eq.ra', 'pos.pm;pos.eq.dec', 'stat.fit.residual', 'src.redshift.phot', 'stat.value', 'time.epoch', 'pos.eq.ra', 'pos.eq.dec']",output of the SDSS photometric catalog,,,http://alasky.unistra.fr/footprints/tables/vizier/V_154_sdss16/MOC?nside=2048,,,0.057258106863623426,http://vizier.u-strasbg.fr/viz-bin/VizieR-2?-source=V%2F154%2Fsdss16&,catalog,,,,208.0,ivo://CDS,,2020ApJS..249....3A,SDSS-DR16,45.0,2022-01-27T13:32:01Z,,,"['SDSS-DR16', 'SDSS', 'SDSS16', 'SDSSdr16']",,sdss16,https://cdsarc.u-strasbg.fr/viz-bin/cat/V/154,1231051050.0,smoc,V/154/sdss16,0.03730194242226949,0.3589,10.0,,Optical,http://vizier.u-strasbg.fr/viz-bin/votable/-A?-source=V%2F154%2Fsdss16&,,1655004175000.0,https://cdsarc.u-strasbg.fr/viz-bin/cat/V/154,CDS/V/154/sdss16,"['Photometry:wide-band', 'Redshifts']","Sloan Digital Sky Surveys (SDSS), Release 16 (DR16) (Ahumada+, 2020) (sdss16)",
21,,All MAST catalog holdings are available via a ConeSearch endpoint.  The Sloan Digital Sky Survey (SDSS) Data Release 12 (SDSS DR12) contains all SDSS observations through July 2014. The STScI mirror is available here. More information on SDSS and this data release are available at http://www.sdss.org/dr12/.  All available missions are listed at http://archive.stsci.edu/vo/mast_services.html.,,,,,,,,,,,,,,,,SDSS CS,,,,ivo://archive.stsci.edu/catalogs/sdss,,,,,,,,,,,Catalog/archive.stsci.edu,optical,http://gsss.stsci.edu/webservices/vo/ConeSearch.aspx?CAT=SDSS&,,1655156342000.0,http://archive.stsci.edu/vo/mast_services.html,archive.stsci.edu/catalogs/sdss,,SDSS ConeSearch,
22,,"The Sloan Digital Sky Survey is a project to survey a 10000 square degree area on the Northern sky over a 5 year period. A dedicated 2.5m telescope is specially designed to take wide field (3 degrees in diameter) images using a 5x6 mosaic of 2048x2048 CCD, in five wavelength bands, operating in drift scan mode. The total raw data will exceed 40 TB. A processed subset, of about 1 TB in size, will consist of 1 million spectra, positions and image parameters for over 100 million objects, plus a mini-image centered on each object in every color. The data will be made available to the public after the completion of the survey",,,,,,,,,,,,,,,,sdssdr5-photoobj,,,,ivo://astronet.ru/cas/sdssdr5-photoobjall,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr5&tab=photoobjall&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr5-photoobjall,,The DR5 data release of SDSS,
23,,"The Sloan Digital Sky Survey is a project to survey a 10000 square degree area on the Northern sky over a 5 year period. A dedicated 2.5m telescope is specially designed to take wide field (3 degrees in diameter) images using a 5x6 mosaic of 2048x2048 CCD, in five wavelength bands, operating in drift scan mode. The total raw data will exceed 40 TB. A processed subset, of about 1 TB in size, will consist of 1 million spectra, positions and image parameters for over 100 million objects, plus a mini-image centered on each object in every color. The data will be made available to the public after the completion of the survey",,,,,,,,,,,,,,,,sdssdr5-phototag,,,,ivo://astronet.ru/cas/sdssdr5-phototag,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr5&tab=phototag&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr5-phototag,,The DR5 data release of SDSS,
24,,,,,,,,,,,,,,,,,,sdssdr6-photoobj,,,,ivo://astronet.ru/cas/sdssdr6-photoobjall,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr6&tab=photoobjall&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr6-photoobjall,,Data release 6 of Sloan Digital Sky Survey catalogs,
25,,,,,,,,,,,,,,,,,,sdssdr6-photopro,,,,ivo://astronet.ru/cas/sdssdr6-photoprofile,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr6&tab=photoprofile&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr6-photoprofile,,Data release 6 of Sloan Digital Sky Survey catalogs,
26,,,,,,,,,,,,,,,,,,sdssdr6-phototag,,,,ivo://astronet.ru/cas/sdssdr6-phototag,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr6&tab=phototag&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr6-phototag,,Data release 6 of Sloan Digital Sky Survey catalogs,
27,,,,,,,,,,,,,,,,,,sdssdr7-field,,,,ivo://astronet.ru/cas/sdssdr7-field,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr7&tab=field&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr7-field,,Data release 7 of Sloan Digital Sky Survey catalogs,
28,,,,,,,,,,,,,,,,,,sdssdr7-photoobj,,,,ivo://astronet.ru/cas/sdssdr7-photoobjall,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr7&tab=photoobjall&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr7-photoobjall,,Data release 7 of Sloan Digital Sky Survey catalogs,
29,,,,,,,,,,,,,,,,,,sdssdr7-phototag,,,,ivo://astronet.ru/cas/sdssdr7-phototag,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr7&tab=phototag&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr7-phototag,,Data release 7 of Sloan Digital Sky Survey catalogs,
30,,,,,,,,,,,,,,,,,,sdssdr7-specobja,,,,ivo://astronet.ru/cas/sdssdr7-specobjall,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr7&tab=specobjall&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr7-specobjall,,Data release 7 of Sloan Digital Sky Survey catalogs,
31,,,,,,,,,,,,,,,,,,sdssdr7-specphot,,,,ivo://astronet.ru/cas/sdssdr7-specphotoall,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr7&tab=specphotoall&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr7-specphotoall,,Data release 7 of Sloan Digital Sky Survey catalogs,
32,,,,,,,,,,,,,,,,,,sdssdr7-sppparam,,,,ivo://astronet.ru/cas/sdssdr7-sppparams,,,,,,,,,,,,,http://vo.astronet.ru/sai_cas/conesearch?cat=sdssdr7&tab=sppparams&,,1655156348000.0,http://vo.astronet.ru/cas/,astronet.ru/cas/sdssdr7-sppparams,,Data release 7 of Sloan Digital Sky Survey catalogs,
33,,"The catalogue WDSLOAN10 has been constructed by spectroscopically selecting white dwarfs and subdwarfs in the Sloan Digital Sky Survey Data Release 10. It offers Teff, log(g) and mass for hydrogen atmosphere white dwarf stars (DAs) and helium atmosphere white dwarf stars (DBs), and estimatives of calcium/helium abundances for the white dwarf stars with metallic lines (DZs) and carbon/helium for carbon dominated spectra DQs.",,,,,,,,,,wdsdss10.main,,,,http://vo.bsdc.icranet.org/__system__/tap/run/tap,2015MNRAS.446.4078K;,wdsdss10 cone,,,,ivo://bsdc.icranet.org/wdsdss10/q/cone,,,,,,,,,,,,optical,http://vo.bsdc.icranet.org/wdsdss10/q/cone/scs.xml?,,1655156340000.0,http://vo.bsdc.icranet.org/wdsdss10/q/cone/info,bsdc.icranet.org/wdsdss10/q/cone,,SDSS-DR10 white dwarfs catalog,
34,,"The Extragalactic First Look Survey is composed of 4 square degrees of imaging with MIPS and IRAC centered at J1718+5930, with extensive ancillary data from ground-based optical and radio telescopes. As one of the first observations made with Spitzer after the completion of Science Verification at the end of 2003 November, the aim of this 67 hr survey was to characterize the extragalactic source populations observed with Spitzer down to sub-millijansky levels in the mid-infrared.   This catalog presents the SDSS and MIPS photometry from Papovich et al. (2006).",,,,,,,,,,fls_release_v2_photom,,,,https://irsa.ipac.caltech.edu/TAP,,XFLS-SDSSMIPS,,,,ivo://irsa.ipac/spitzer/catalog/fls/xfls-sdssmips,,,,,,,,,,,Catalog/irsa.ipac,"['optical', 'infrared']",https://irsa.ipac.caltech.edu/SCS?table=fls_release_v2_photom&,,1655156350000.0,https://irsa.ipac.caltech.edu/data/SPITZER/FLS/FLS_info.html,irsa.ipac/spitzer/catalog/fls/xfls-sdssmips,,Spitzer Extragalactic First Look Survey SDSS and MIPS Astrometric and Photometric Catalog,
35,,"The Extragalactic First Look Survey is composed of 4 square degrees of imaging with MIPS and IRAC centered at J1718+5930, with extensive ancillary data from ground-based optical and radio telescopes. As one of the first observations made with Spitzer after the completion of Science Verification at the end of 2003 November, the aim of this 67 hr survey was to characterize the extragalactic source populations observed with Spitzer down to sub-millijansky levels in the mid-infrared.   This catalog presents the SDSS spectroscopic information from Papovich et al. (2006).",,,,,,,,,,fls_release_v2_sdss_spectra,,,,https://irsa.ipac.caltech.edu/TAP,,XFLS-SDSSSpec,,,,ivo://irsa.ipac/spitzer/catalog/fls/xfls-sdssspec,,,,,,,,,,,Catalog/irsa.ipac,optical,https://irsa.ipac.caltech.edu/SCS?table=fls_release_v2_sdss_spectra&,,1655156350000.0,https://irsa.ipac.caltech.edu/data/SPITZER/FLS/FLS_info.html,irsa.ipac/spitzer/catalog/fls/xfls-sdssspec,,Spitzer Extragalactic First Look Survey SDSS Spectroscopic Catalog,
36,,"The Spitzer/HETDEX Exploratory Large-Area (SHELA) survey covers ~24 sq. deg at 3.6 and 4.5 microns. The survey area falls within the footprints of the Sloan Digital Sky Survey ""Stripe 82"" region, the Hobby-Eberly Telescope Dark Energy Experiment (HETDEX), and the Dark Energy Survey. The images and catalogs are 80% (50%) complete to limiting magnitudes of 22.0 (22.6) AB mag in the detection image, which is constructed from the weighted sum of the IRAC 3.6 and 4.5 micron images. The catalogs reach limiting sensitivities of 1.1 microJy at both 3.6 and 4.5 microns (1#, for R = 2"" circular apertures).",,,,,,,,,,shelasdss,,,,https://irsa.ipac.caltech.edu/TAP,,SHELA_SDSS,,,,ivo://irsa.ipac/spitzer/catalog/shela/shela_sdss,,,,,,,,,,,Catalog/irsa.ipac,infrared,https://irsa.ipac.caltech.edu/SCS?table=shelasdss&,,1655156349000.0,https://irsa.ipac.caltech.edu/data/SPITZER/SHELA/,irsa.ipac/spitzer/catalog/shela/shela_sdss,,SHELA-SDSS Stripe 82 Catalog,
37,,"X-ray emission from active galactic nuclei (AGN) is dominated by the accretion disk around a supermassive black hole. The radio luminosity, however, has not such a clear origin except in the most powerful sources where jets are evident. The origin (and even the very existence) of the local bi-modal distribution in radio-loudness is also a debated issue. By analyzing X-ray, optical and radio properties of a large sample of type 1 AGN and quasars (QSOs) up to z &gt; 2, where the bulk of this population resides, the authors aim to explore the interplay between radio and X-ray emission in AGN, in order to further our knowledge on the origin of radio emission, and its relation to accretion. They analyze a large (~800 sources) sample of type 1 AGN and QSOs selected from the 2XMMi XMM-Newton X-ray source catalog, cross-correlated with the SDSS DR7 spectroscopic catalog, covering a redshift range from z ~ 0.3 to z ~ 2.3. Supermassive black hole masses are estimated from the Mg II emission line, bolometric luminosities from the X-ray data, and radio emission or upper limits from the FIRST catalog. Most of the sources accrete close to the Eddington limit and the distribution in radio-loudness does not appear to have a bi-modal behavior. This study confirms that radio-loud AGN are also X-ray loud, with an X-ray-to-optical ratio up to twice that of radio-quiet objects, even excluding the most extreme strongly jetted sources. By analyzing complementary radio-selected control samples, the authors find evidence that these conclusions are not an effect of the X-ray selection, but are likely a property of the dominant QSO population. The authors of this catalog conclude that their findings are best interpreted in a context where radio emission in AGN, with the exception of a minority of beamed sources, arises from very close to the accretion disk and is therefore heavily linked to X-ray emission. They also speculate that the radio-loud/radio-quiet dichotomy might either be an evolutionary effect that developed well after the QSO peak epoch, or an effect of incompleteness in small samples. Basic information and derived properties are presented for the sample of X-ray selected type 1 AGN (as well as for the 11 X-ray undetected type 1 AGN in the &quot;control sample&quot;): coordinates, redshift, X-ray and radio fluxes, optical magnitudes, from the SDSS, 2XMMi, and FIRST catalogs; continuum luminosities at 3000 Angstroms and in the X-ray band, black hole masses, bolometric luminosities, Eddington ratios; for the sources falling in the FIRST field, optical fluxes at 2500 and 4400 Angstroms, X-ray-to-optical index, radio classification, and the ratios between the radio and the UV, optical, and X-ray fluxes.",,,,,,,,,,agnsdssxm2,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2012A&amp;A...545A..66B,AGNSDSSXM2,,,,ivo://nasa.heasarc/agnsdssxm2,,,,,,,,,,,Catalog/nasa.heasarc,"['optical', 'radio', 'x-ray']",https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=agnsdssxm2&,,1655156341000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/agnsdssxm2.html,nasa.heasarc/agnsdssxm2,,Sloan Digital Sky Survey/XMM-Newton Type1 AGN X-Ray and Radio Properties Catalog,
38,,"Bright XMM-Newton data are combined with the Chandra Deep Field South observations to explore the behavior of the intrinsic AGN absorption, as a function of redshift and luminosity. The sample consists of 359 sources selected in the hard 2 - 8 keV band, spanning the flux range from 6 x 10&lt;sup&gt;-16&lt;/sup&gt; - 3 x 10&lt;sup&gt;-13&lt;/sup&gt; erg/cm&lt;sup&gt;2&lt;/sup&gt;/s with a high rate of spectroscopic or photometric redshift completeness (100 and 85 percent for the Chandra and XMM-Newton data, respectively). The authors derive the column density values using X-ray spectral fits. They find that the fraction of obscured AGN falls with increasing luminosity in agreement with previous findings. The fraction of obscured AGN shows an apparent increase at high redshifts (z &gt; 2). Simulations show that this effect can most probably be attributed to the fact that at high redshifts the column densities are overestimated. This table contains the subset of 153 brighter hard X-ray sources in the XMM-Newton/Sloan Digital Sky Survey (SDSS) sample which have 2-8 keV fluxes &gt; 3 x 10&lt;sup&gt;-14&lt;/sup&gt; erg cm&lt;sup&gt;-2&lt;/sup&gt; s&lt;sup&gt;-1&lt;/sup&gt;, excluding a number of sources with extended optical morphology and blue colors, as well as 4 sources with X-ray to optical fluxes &lt; 0.1 which are fit better with stellar rather than QSO templates. Much more information on the SDSS is available at the project&#39;s web site at &lt;a href=""http://www.sdss.org/""&gt;http://www.sdss.org/&lt;/a&gt;.",,,,,,,,,,agnsdssxmm,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2006A&amp;A...459..693A,AGNSDSSXMM,,,,ivo://nasa.heasarc/agnsdssxmm,,,,,,,,,,,Catalog/nasa.heasarc,"['x-ray', 'optical']",https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=agnsdssxmm&,,1655156341000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/agnsdssxmm.html,nasa.heasarc/agnsdssxmm,,Sloan Digital Sky Survey/XMM-Newton AGN Spectral Properties Catalog,
39,,"The combination of the Sloan Digital Sky Survey (SDSS) and the Chandra Multiwavelength Project (ChaMP; Green et al. 2004, ApJS, 150, 43) currently offers the largest and most homogeneously selected sample of nearby galaxies for investigating the relations between X-ray nuclear emission, nebular line emission, black hole masses, and the properties of the associated stellar populations. The authors provide X-ray spectral fits and valid uncertainties for all the galaxies with counts ranging from 2 to 1325 (mean 76, median 19). They present in their paper novel constraints that both X-ray luminosity L&lt;sub&gt;X&lt;/sub&gt; and X-ray spectral energy distribution bring to the galaxy evolutionary sequence HII -&gt; Seyfert/Transition Object -&gt; LINER -&gt; Passive suggested by optical data. In particular, the authors show that both L&lt;sub&gt;X&lt;/sub&gt; and Gamma, the slope of the power law that best fits the 0.5 - 8 keV spectra, are consistent with a clear decline in the accretion power along the sequence, corresponding to a softening of their spectra. This implies that, at z ~ 0, or at low-luminosity active galactic nucleus (AGN) levels, there is an anticorrelation between Gamma and L/L&lt;sub&gt;Edd&lt;/sub&gt;, opposite to the trend which is exhibited by high-z AGN (quasars). The turning point in the Gamma - L/L&lt;sub&gt;Edd&lt;/sub&gt; LLAGN + quasars relation occurs near Gamma ~ 1.5 and L/L&lt;sub&gt;Edd&lt;/sub&gt; ~ 0.01. Interestingly, this is identical to what stellar mass X-ray binaries exhibit, indicating that the authors have probably found the first empirical evidence for an intrinsic switch in the accretion mode, from advection-dominated flows to standard (disk/corona) accretion modes in supermassive black hole accretors, similar to what has been seen and proposed to happen in stellar mass black hole systems. The anticorrelation the authors find between Gamma and L/L&lt;sub&gt;Edd&lt;/sub&gt; may instead indicate that stronger accretion correlates with greater absorption. Therefore, the trend for softer spectra toward more luminous, high-redshift, and strongly accreting (L/L&lt;sub&gt;Edd&lt;/sub&gt; &gt;~ 0.01) AGNs/quasars could simply be the result of strong selection biases reflected in the dearth of type 2 quasar detections. The cross-match of all ChaMP sky regions imaged by Chandra/ACIS with the SDSS DR4 spectroscopic footprint results in a parent sample of 15,955 galaxies on or near a chip and a subset of 199 sources that are X-ray detected. Among those, only 107 sources have an off-axis angle (OAA) Theta &lt;0.2 degrees and avoid ccd=8 due to high serial readout noise; these 107 objects comprise the main sample that the authors employ for this study and that are listed in this table. The authors performed direct spectral fits to the X-ray counts distribution using the full instrument calibration, known redshift, and Galactic 21-cm column nH&lt;sub&gt;Gal&lt;/sub&gt;. Source spectra were extracted from circular regions with radii corresponding to energy encircled fractions of ~90%, while the background region encompasses a 20 arcsec annulus, centered on the source, with separation 4 arcsecs, from the source region. Any nearby sources were excised, from both the source and the background regions. The spectral fitting was done via yaxx ('Yet Another X-ray eXtractor': Aldcroft 2006, BAAS, 38, 376), an automated script that employs the CIAO Sherpa tool. Each spectrum was fitted in the range 0.5 - 8 keV by two different models: (1) a single power law plus absorption fixed at the Galactic 21-cm value (model 'PL'), and (2) a fixed power law of photon index Gamma = 1.9 plus intrinsic absorption of column nH (model 'PLfix'). For the nine objects with more than 200 counts, the authors employed a third model in which both the slope of the power law and the intrinsic absorption were free to vary (model 'PL_abs').",,,,,,,,,,champsdssa,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2009ApJ...705.1336C,CHAMPSDSSA,,,,ivo://nasa.heasarc/champsdssa,,,,,,,,,,,Catalog/nasa.heasarc,x-ray,https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=champsdssa&,,1655156342000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/champsdssa.html,nasa.heasarc/champsdssa,,CHAMP/SDSS Nearby Low-Luminosity AGN Catalog,
40,,"A sample of ~60,000 objects from the combined Sloan Digital Sky Survey-Galaxy Evolution Explorer (SDSS-GALEX) database with UV-optical colors that should isolate QSOs in the redshift range 0.5 to 1.5 is discussed. The authors use SDSS spectra of a subsample of ~ 4,500 to remove stellar and galaxy contaminants in the sample to a very high level, based on the 7-band photometry. In their paper, they discuss the distributions of redshift, luminosity, and reddening of the 19,100 QSOs (~96%) that they estimate to be present in their final sample of 19,812 point sources. This latter catalog is available in the present table. This paper is based on archival data from the Galaxy Evolution Explorer (GALEX) which is operated for NASA by the California Institute of Technology under NASA contract NAS5-98034, and on data from the SDSS.",,,,,,,,,,glxsdssqs2,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2010AJ....140.1987H,GLXSDSSQS2,,,,ivo://nasa.heasarc/glxsdssqs2,,,,,,,,,,,Catalog/nasa.heasarc,"['optical', 'uv']",https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=glxsdssqs2&,,1655156343000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/glxsdssqs2.html,nasa.heasarc/glxsdssqs2,,GALEX/SDSS z=0.5-1.5 QSO Candidates Catalog,
41,,"This table contains the result of an analysis of the broad-band UV and optical properties of z ~&lt; 3.4 quasars matched in the Galaxy Evolution Explorer (GALEX) General Data Release 1 (GR1) and the Sloan Digital Sky Survey (SDSS) Data Release 3 (DR3). Of the 6371 SDSS DR3 quasars covered by 204 GALEX GR1 tiles and listed in this table, 5380 (84%) have near-UV detections, while 3034 (48%) have both near-UV and far-UV detections using a matching radius of 7 arcseconds. Most of the DR3 sample quasars are detected in the near-UV until z ~ 1.7, with the near-UV detection fraction dropping to ~50% by z ~ 2. Statistical tests performed on the distributions of non-detections indicate that the optically selected quasars missed in the UV tend to be optically faint or at high redshift. The GALEX positions are shown to be consistent with the SDSS astrometry to within an rms scatter of 0.6 - 0.7 arcsecs in each coordinate, and the empirically determined photometric errors from multi-epoch GALEX observations significantly exceed the Poissonian errors quoted in the GR1 object catalogs. The UV-detected quasars are well separated from stars in UV-optical color-color space, with the UV-optical relative colors suggesting a marginally detected population of reddened objects due to absorption along the line of sight or dust associated with the quasar. The resulting spectral energy distributions (SEDs) cover ~350 - 9000 Angstroms (rest frame), where the overall median SED peaks near the Lyman-Alpha emission line, as found in other UV quasar studies. The large sample size allows the authors to construct median SEDs in small bins of redshift and luminosity, and they find that the median SED becomes harder (bluer) at UV wavelengths for quasars with lower continuum luminosity. The detected UV-optical flux as a function of redshift is qualitatively consistent with attenuation by intervening Lyman-absorbing clouds.",,,,,,,,,,glxsdssqso,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2007AJ....133.1780T,GLXSDSSQSO,,,,ivo://nasa.heasarc/glxsdssqso,,,,,,,,,,,Catalog/nasa.heasarc,"['optical', 'uv']",https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=glxsdssqso&,,1655156343000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/glxsdssqso.html,nasa.heasarc/glxsdssqso,,GALEX/SDSS Quasar Catalog,
42,,"This table contains further results of a program aimed at yielding ~ 10&lt;sup&gt;4&lt;/sup&gt; fully characterized optical identifications of ROSAT X-ray sources. The program employs X-ray data from the ROSAT All Sky Survey (RASS) and both optical imaging and spectroscopic data from the Sloan Digital Sky Survey (SDSS). RASS/SDSS data from 5740 deg&lt;sup&gt;2&lt;/sup&gt; of sky spectroscopically covered in SDSS Data Release 5 (DR5) provide an expanded catalog of 7000 confirmed quasars and other active galactic nuclei (AGN) that are probable RASS identifications. Again, in this expanded catalog the identifications as X-ray sources are statistically secure, with only a few percent of the SDSS AGNs likely to be randomly superposed on unrelated RASS X-ray sources. Most identifications continue to be quasars and Seyfert 1 galaxies with 15 &lt; m &lt; 21 and 0.01 &lt; z &lt; 4, but the total sample size has grown to include very substantial numbers of even quite rare AGN, e.g., it now includes several hundreds of candidate X-ray-emitting BL Lac objects and narrow-line Seyfert 1 galaxies. In addition to exploring rare subpopulations, such a large total sample may be useful when considering correlations between the X-ray and the optical and may also serve as a resource list from which to select the ``best'' object (e.g., the X-ray-brightest AGN of a certain subclass at a preferred redshift or luminosity) for follow-up X-ray spectral or alternate detailed studies. Much more information on the SDSS is available at the project's web site at &lt;a href=""http://www.sdss.org/""&gt;http://www.sdss.org/&lt;/a&gt;.",,,,,,,,,,rassdssagn,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2003AJ....126.2209A,RASS/SDSSAGN,,,,ivo://nasa.heasarc/rassdssagn,,,,,,,,,,,Catalog/nasa.heasarc,"['optical', 'x-ray']",https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=rassdssagn&,,1655156345000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/rassdssagn.html,nasa.heasarc/rassdssagn,,ROSAT All-Sky Survey and SDSS DR5 Sample of X-Ray Emitting AGN,
43,,"The ROSAT All-Sky Survey (RASS) was the first imaging X-ray survey of the entire sky. Combining the RASS Bright and Faint Source Catalogs yields an average of about three X-ray sources per square degree. However, while X-ray source counterparts are known to range from distant quasars to nearby M dwarfs, the RASS data alone are often insufficient to determine the nature of an X-ray source. As a result, large-scale follow-up programs are required to construct samples of known X-ray emitters. The authors use optical data produced by the Sloan Digital Sky Survey (SDSS) to identify 709 stellar X-ray emitters cataloged in the RASS and falling within the SDSS Data Release 1 footprint. Most of these are bright stars with coronal X-ray emission unsuitable for SDSS spectroscopy, which is designed for fainter objects (g &gt; 15&lt;sup&gt;mag&lt;/sup&gt;). Instead, the authors use SDSS photometry, correlations with the Two Micron All Sky Survey (2MASS) and other catalogs, and spectroscopy from the Apache Point Observatory 3.5 m telescope to identify these stellar X-ray counterparts. Their sample of 707 X-ray-emitting F, G, K, and M stars is one of the largest X-ray-selected samples of such stars. The authors derive distances to these stars using photometric parallax relations appropriate for dwarfs on the main sequence, and use these distances to calculate their X-ray luminosities L&lt;sub&gt;X&lt;/sub&gt;. They also identify a previously unknown cataclysmic variable (CV) as a RASS counterpart. Much more information on the SDSS is available at the project's web site at &lt;a href=""http://www.sdss.org/""&gt;http://www.sdss.org/&lt;/a&gt;.",,,,,,,,,,rassdsstar,,,,https://heasarc.gsfc.nasa.gov/xamin/vo/tap,2009ApJS..181..444A,RASSDSSTAR,,,,ivo://nasa.heasarc/rassdsstar,,,,,,,,,,,Catalog/nasa.heasarc,"['infrared', 'optical', 'x-ray']",https://heasarc.gsfc.nasa.gov/xamin/vo/cone?showoffsets&table=rassdsstar&,,1655156345000.0,https://heasarc.gsfc.nasa.gov/W3Browse/all/rassdsstar.html,nasa.heasarc/rassdsstar,,ROSAT All-Sky Survey and SDSS Sample of X-Ray Emitting Stars,
